Facility Name,Facility Name Normalized,Changed,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score,VlookupMatch
The Meadows at Osborne,THE MEADOWS AT OSBORN PARK,,THE MEADOWS AT OSBORN PARK,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE MEADOWS AT OSBORN PARK,100,True
Abbington of Pickerington Assisted Living,ABBINGTON OF PICKERINGTON ASSISTED LIVING,,,20201022,OH,FAIRFIELD,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICKERINGTON CARE AND REHABILITATION,57,False
Altercare Lanfair,LANFAIR CENTER FOR REHABILITATION AND NURSING CARE,x,LANFAIR CENTER FOR REHABILITATION AND NURSING CARE,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LANFAIR CENTER FOR REHABILITATION AND NURSING CARE,100,True
Arbors at Carroll,ARBORS AT CARROLL,,ARBORS AT CARROLL,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT CARROLL,100,True
Bickford of Lancaster,BICKFORD OF LANCASTER,,,20201104,OH,FAIRFIELD,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICKERINGTON CARE AND REHABILITATION,39,False
Buckeye Care and Rehabilitation,BUCKEYE CARE AND REHABILITATION,,BUCKEYE CARE AND REHABILITATION,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUCKEYE CARE AND REHABILITATION,100,True
Carriage Court Assisted Living,CARRIAGE COURT ASSISTED LIVING,,,20201104,OH,FAIRFIELD,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICKERINGTON CARE AND REHABILITATION,46,False
Country Lane Gardens Rehabilitation and Nursing,COUNTRY LANE GARDENS REHABILITATION AND NURSING CENTER,,COUNTRY LANE GARDENS REHABILITATION AND NURSING CENTER,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUNTRY LANE GARDENS REHABILITATION AND NURSING CENTER,100,True
Crestview Rehabilitation and Skilled Nursing,CRESTVIEW REHABILITATION AND SKILLED NURSING SERVICES,x,CRESTVIEW REHABILITATION AND SKILLED NURSING SERVICES,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRESTVIEW REHABILITATION AND SKILLED NURSING SERVICES,100,True
Echo Manor Nursing and Rehabilitation-Pickerington,ECHO MANOR NURSING AND REHABILITATION - PICKERINGTON,x,ECHO MANOR NURSING AND REHABILITATION - PICKERINGTON,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECHO MANOR NURSING AND REHABILITATION - PICKERINGTON,100,True
Carriage Court of Washington Court House,CARRIAGE COURT OF WASHINGTON COURT HOUSE,,,20201104,OH,FAYETTE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURT HOUSE MANOR,86,False
Court House Manor,COURT HOUSE MANOR,,COURT HOUSE MANOR,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURT HOUSE MANOR,100,True
Four Seasons of Washington,FOUR SEASONS OF WASHINGTON NURSING AND REHABILITATION,,FOUR SEASONS OF WASHINGTON NURSING AND REHABILITATION,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOUR SEASONS OF WASHINGTON NURSING AND REHABILITATION,100,True
Signature Healthcare of Fayette County,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,100,True
St Catherine's Manor of Washington Court House,ST CATHERINE'S MANOR OF WASHINGTON COURT HOUSE,,ST CATHERINE'S MANOR OF WASHINGTON COURT HOUSE,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST CATHERINE'S MANOR OF WASHINGTON COURT HOUSE,100,True
Alpine House,ALPINE HOUSE,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEXNER HERITAGE HOUSE,86,False
Altercare in Canal Winchester,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,100,True
Amber Park Assisted Living,AMBER PARK ASSISTED LIVING,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,86,False
Arlington Court,ARLINGTON COURT NURSING AND REHABILITATION CENTER,,ARLINGTON COURT NURSING AND REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARLINGTON COURT NURSING AND REHABILITATION CENTER,100,True
Ashford on Broad,ASHFORD ON BROAD,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAND,54,False
Ashford on Sturbridge,ASHFORD ON STURBRIDGE,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF WESTERVILLE,49,False
Bella Terrace Rehabilitation and Nursing Center,BELLA TERRACE REHABILITATION AND NURSING CENTER,,BELLA TERRACE REHABILITATION AND NURSING CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLA TERRACE REHABILITATION AND NURSING CENTER,100,True
Bickford of Bexley,BICKFORD OF BEXLEY,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HILLIARD POST-ACUTE CENTER,86,False
Bickford of Scioto,BICKFORD OF SCIOTO,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HILLIARD POST-ACUTE CENTER,86,False
Bickford of Worthington,BICKFORD OF WORTHINGTON,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HILLIARD POST-ACUTE CENTER,86,False
Brookdale Lakeview Crossing,BROOKDALE LAKEVIEW CROSSING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILLOW BROOK CHRISTIAN HOME,53,False
Brookdale Muirfield,BROOKDALE MUIRFIELD,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILLOW BROOK CHRISTIAN HOME,41,False
Brookdale Pinnacle,BROOKDALE PINNACLE,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIOTO POINTE,45,False
Brookdale Senior Living Westerville,BROOKDALE SENIOR LIVING WESTERVILLE,,,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF WESTERVILLE,60,False
Brookdale Trillium Crossing,BROOKDALE TRILLIUM CROSSING,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILLOW BROOK CHRISTIAN HOME,53,False
Buckeye Terrace Rehabilitations and Nursing Center,BUCKEYE TERRACE REHABILITATION AND NURSING CENTER,x,BUCKEYE TERRACE REHABILITATION AND NURSING CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUCKEYE TERRACE REHABILITATION AND NURSING CENTER,100,True
Canal Winchester Rehabilitation Center,CANAL WINCHESTER REHABILITATION CENTER,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROWN POINTE CARE CENTER,86,False
Capital City Gardens Rehab and Nursing Center,CAPITAL CITY GARDENS REHABILITATION AND NURSING CENTER,,CAPITAL CITY GARDENS REHABILITATION AND NURSING CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPITAL CITY GARDENS REHABILITATION AND NURSING CENTER,100,True
Carriage Court of Hilliard,CARRIAGE COURT OF HILLIARD,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HILLIARD POST-ACUTE CENTER,86,False
Cherry Blossom Senior Living,CHERRY BLOSSOM SENIOR LIVING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,86,False
Chestnut Hill Senior Living,CHESTNUT HILL SENIOR LIVING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,86,False
Claremont Retirement Village,CLAREMONT RETIREMENT VILLAGE,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESLEY GLEN RETIREMENT COMMUNITY,60,False
Columbus Alzheimer's Care Center,COLUMBUS ALZHEIMER'S CARE CENTER,,COLUMBUS ALZHEIMER'S CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLUMBUS ALZHEIMER'S CARE CENTER,100,True
Columbus Center for Human Services-Park West Court,COLUMBUS CENTER FOR HUMAN SERVICES-PARK WEST COURT,,,20201022,OH,FRANKLIN,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLUMBUS COLONY FOR ELDERLY CARE,86,False
Columbus Colony For Elderly Care,COLUMBUS COLONY FOR ELDERLY CARE,,COLUMBUS COLONY FOR ELDERLY CARE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLUMBUS COLONY FOR ELDERLY CARE,100,True
Columbus Developmental Center,COLUMBUS DEVELOPMENTAL CENTER,,,20201022,OH,FRANKLIN,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DARBY GLENN NURSING AND REHABILITATION CENTER,86,False
Columbus Healthcare Center,COLUMBUS HEALTHCARE CENTER,,COLUMBUS HEALTHCARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLUMBUS HEALTHCARE CENTER,100,True
Continuing Healthcare of Gahanna,CONTINUING HEALTHCARE OF GAHANNA,,CONTINUING HEALTHCARE OF GAHANNA,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINUING HEALTHCARE OF GAHANNA,100,True
Crown Pointe Care Center,CROWN POINTE CARE CENTER,,CROWN POINTE CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROWN POINTE CARE CENTER,100,True
Danbury Senior Living,DANBURY SENIOR LIVING,,,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,86,False
Darby Glen Nursing and Rehab,DARBY GLENN NURSING AND REHABILITATION CENTER,,DARBY GLENN NURSING AND REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DARBY GLENN NURSING AND REHABILITATION CENTER,100,True
Eastland Healthcare and Rehabilitation,EASTLAND HEALTH CARE AND REHABILITATION CENTER,,EASTLAND HEALTH CARE AND REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTLAND HEALTH CARE AND REHABILITATION CENTER,100,True
Embracing Autism,EMBRACING AUTISM,,,20201104,OH,FRANKLIN,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST HILLS CENTER SKILLED NURSING AND REHABILITATION,43,False
Embracing Autism-Bogota Dr,EMBRACING AUTISM-BOGOTA DR,,,20201022,OH,FRANKLIN,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF WORTHINGTON,40,False
First Community Village,FIRST COMMUNITY VILLAGE HEALTHCARE CENTER,,FIRST COMMUNITY VILLAGE HEALTHCARE CENTER,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIRST COMMUNITY VILLAGE HEALTHCARE CENTER,100,True
First and Main of New Albany,FIRST AND MAIN OF NEW ALBANY,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST HILLS CENTER SKILLED NURSING AND REHABILITATION,86,False
Forest Hills Center Skilled Nursing and Rehab,FOREST HILLS CENTER SKILLED NURSING AND REHABILITATION,,FOREST HILLS CENTER SKILLED NURSING AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST HILLS CENTER SKILLED NURSING AND REHABILITATION,100,True
Friendship Village of Columbus,FRIENDSHIP VILLAGE OF COLUMBUS,,FRIENDSHIP VILLAGE OF COLUMBUS,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP VILLAGE OF COLUMBUS,100,True
Friendship Village of Dublin,FRIENDSHIP VILLAGE OF DUBLIN,,FRIENDSHIP VILLAGE OF DUBLIN,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP VILLAGE OF DUBLIN,100,True
Glenwood Alzheimer's Special Care Center,GLENWOOD ALZHEIMER'S SPECIAL CARE CENTER,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHBANKS CARE CENTER,86,False
Heartland of Dublin,HEARTLAND OF DUBLIN,,HEARTLAND OF DUBLIN,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF DUBLIN,100,True
Heartland of Westerville,HEARTLAND OF WESTERVILLE,,HEARTLAND OF WESTERVILLE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF WESTERVILLE,100,True
Heinzerling Community Homes,HEINZERLING COMMUNITY HOMES,,,20201022,OH,FRANKLIN,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIOTO COMMUNITY,86,False
Heinzerling Developmental Center,HEINZERLING DEVELOPMENTAL CENTER,,,20201022,OH,FRANKLIN,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHBANKS CARE CENTER,86,False
Heinzerling Memorial Foundation,HEINZERLING MEMORIAL FOUNDATION,,,20201022,OH,FRANKLIN,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCNAUGHTEN POINTE NURSING AND REHABILITATION,48,False
Highbanks Care Center,HIGHBANKS CARE CENTER,,HIGHBANKS CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHBANKS CARE CENTER,100,True
I am Boundless,I AM BOUNDLESS,,,20201104,OH,FRANKLIN,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,45,False
Inn at Summit Trail,INN AT SUMMIT TRAIL,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHCARE CENTER AT THE FORUM,86,False
Inniswood Village,INNISWOOD VILLAGE,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYFAIR VILLAGE NURSING CARE CENTER,86,False
JAG Healthcare - Columbus,JAG HEALTHCARE - COLUMBUS,,,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAJESTIC CARE OF COLUMBUS,68,False
Kemper House - Worthington,KEMPER HOUSE - WORTHINGTON,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF WORTHINGTON,64,False
Kensington Place,KENSINGTON PLACE,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYFAIR VILLAGE NURSING CARE CENTER,50,False
Laurels of Gahanna,LAURELS OF GAHANNA,,,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LAURELS OF GAHANNA,95,False
Laurels of Hilliard,LAURELS OF HILLIARD,,LAURELS OF HILLIARD,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF HILLIARD,100,True
Laurels of Norworth,LAURELS OF NORWORTH,,LAURELS OF NORWORTH,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF NORWORTH,100,True
Laurels of Walden Park,LAURELS OF WALDEN PARK,,,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LAURELS OF WALDEN PARK,95,False
Laurels of Worthington,LAURELS OF WORTHINGTON,,LAURELS OF WORTHINGTON,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF WORTHINGTON,100,True
Lincoln Village,LINCOLN VILLAGE,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYFAIR VILLAGE NURSING CARE CENTER,86,False
Majestic Care of Columbus,MAJESTIC CARE OF COLUMBUS,,MAJESTIC CARE OF COLUMBUS,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAJESTIC CARE OF COLUMBUS,100,True
Majestic Care of Whitehall,MAJESTIC CARE OF WHITEHALL,,MAJESTIC CARE OF WHITEHALL,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAJESTIC CARE OF WHITEHALL,100,True
Mayfair Village Nursing Care Center,MAYFAIR VILLAGE NURSING CARE CENTER,,MAYFAIR VILLAGE NURSING CARE CENTER,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYFAIR VILLAGE NURSING CARE CENTER,100,True
McNaughten Pointe Nursing and Rehabilitation,MCNAUGHTEN POINTE NURSING AND REHABILITATION,,MCNAUGHTEN POINTE NURSING AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCNAUGHTEN POINTE NURSING AND REHABILITATION,100,True
Meadow Grove,MEADOW GROVE TRANSITIONAL CARE,,MEADOW GROVE TRANSITIONAL CARE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW GROVE TRANSITIONAL CARE,100,True
Mill Run Gardens and Care,MILL RUN GARDENS AND CARE,,MILL RUN GARDENS AND CARE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILL RUN GARDENS AND CARE,100,True
Mohun Healthcare Center,MOHUN HEALTH CARE CENTER,,MOHUN HEALTH CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOHUN HEALTH CARE CENTER,100,True
Monterey Rehabilitation Center,MONTEREY REHABILITATION CENTER,,MONTEREY REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONTEREY REHABILITATION CENTER,100,True
Mother Angeline McCrory Manor,MOTHER ANGELINE MCCRORY MANOR,,MOTHER ANGELINE MCCRORY MANOR,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOTHER ANGELINE MCCRORY MANOR,100,True
New Albany Rehab and Assisted Living,NEW ALBANY REHABILITATION AND ASSISTED LIVING,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ALBANY REHABILITATION AND ASSISTED LIVING,100,True
New Salem Manor,NEW SALEM MANOR,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESLEY WOODS NEW ALBANY,86,False
Oakleaf Village of Columbus,OAKLEAF VILLAGE OF COLUMBUS,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LAURELS OF WALDEN PARK,47,False
Ohio Living Westminster -Thurber,OHIO LIVING WESTMINSTER -THURBER,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING WESTMINSTER-THURBER,98,False
Otterbein Gahanna,OTTERBEIN GAHANNA,,OTTERBEIN GAHANNA,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTERBEIN GAHANNA,100,True
Otterbein New Albany SeniorLife Neighborhood,OTTERBEIN NEW ALBANY,,OTTERBEIN NEW ALBANY,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTERBEIN NEW ALBANY,100,True
Paramount Senior Living,PARAMOUNT SENIOR LIVING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIOTO POINTE,48,False
Parkside Village Senior Living,PARKSIDE NURSING AND REHABILITATION CENTER VILLAGE SENIOR LIVING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HILLIARD POST-ACUTE CENTER,86,False
Pickerington Care and Rehab,PICKERINGTON CARE AND REHABILITATION,,PICKERINGTON CARE AND REHABILITATION,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINCHESTER CARE AND REHABILITATION,80,False
Rescare,RESCARE,,,20201104,OH,FRANKLIN,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HILLIARD POST-ACUTE CENTER,64,False
Sanctuary of Tuttle Crossing,SANCTUARY OF TUTTLE CROSSING,,,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE SANCTUARY AT TUTTLE CROSSING,89,False
Scioto Community,SCIOTO COMMUNITY,,SCIOTO COMMUNITY,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIOTO COMMUNITY,100,True
Senior Star of Dublin Village,SENIOR STAR OF DUBLIN VILLAGE,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORTHINGTON CHRISTIAN VILLAGE,52,False
Smith's Mill Health Campus,SMITH'S MILL HEALTH CAMPUS,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITHS MILL HEALTH CAMPUS,98,False
Smith's Mill Run Health Campus,SMITH'S MILL RUN HEALTH CAMPUS,,,20201022,OH,FRANKLIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITHS MILL HEALTH CAMPUS,91,False
Story Point Senior Living,STORY POINT SENIOR LIVING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIOTO POINTE,62,False
StoryPoint Senior Living,STORYPOINT SENIOR LIVING,,,20201104,OH,FRANKLIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIOTO POINTE,62,False
