,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
193128,2020-12-13,235630,MEDILODGE OF WYOMING,"2786 56 STREET, SW",WYOMING,MI,49418,Y,Y,0.0,3.0,0.0,4.0,,1.0,0.0,45.0,0.0,0.0,80.0,77.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,303.0,,2.0,17.0,0.0,3.0,0.0,0.0,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0.0,0.0,51.9,0.0,0.0,Kent,N,N,POINT (-85.732337 42.862848),Week 30 - Dec 13
193187,2020-12-13,235662,SHELBY CROSSING HEALTH CAMPUS,13794 21 MILE ROAD,SHELBY TOWNSHIP,MI,48315,Y,Y,0.0,0.0,0.0,16.0,,0.0,0.0,9.0,0.0,3.0,57.0,33.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,14.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,484.8,90.9,18.8,Macomb,N,N,POINT (-82.992119 42.641224),Week 30 - Dec 13
193298,2020-12-13,235486,MEDILODGE OF RICHMOND,34901 DIVISION RD,RICHMOND,MI,48062,Y,Y,0.0,30.0,0.0,39.0,,20.0,1.0,41.0,0.0,5.0,126.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,49.0,77.0,,0.0,31.0,0.0,42.0,0.0,0.0,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,487.5,62.5,12.8,Macomb,N,N,POINT (-82.76724 42.808918),Week 30 - Dec 13
193320,2020-12-13,235708,MARY FREE BED SUB-ACUTE REHABILITATION,"235 WEALTHY ST  SE, 5TH FLOOR",GRAND RAPIDS,MI,49503,Y,Y,0.0,0.0,0.0,4.0,,0.0,0.0,4.0,0.0,1.0,48.0,39.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,37.0,0.0,,1.0,19.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,102.6,25.6,25.0,Kent,N,N,POINT (-85.662926 42.955888),Week 30 - Dec 13
193363,2020-12-13,235427,AUTUMN WOODS RESIDENTIAL HLTH,29800 HOOVER RD,WARREN,MI,48093,Y,Y,0.0,62.0,0.0,103.0,,69.0,0.0,152.0,0.0,67.0,293.0,209.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,111.0,,0.0,41.0,0.0,101.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10.0,0.0,Y,Y,0.0,0.0,492.8,320.6,65.0,Macomb,N,N,POINT (-83.007153 42.512419),Week 30 - Dec 13
193365,2020-12-13,235668,WELLBRIDGE OF BRIGHTON,2200 DORR ROAD,HOWELL,MI,48843,Y,Y,0.0,5.0,0.0,21.0,,5.0,0.0,19.0,0.0,4.0,88.0,75.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,3.0,24.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,280.0,53.3,19.0,Livingston,N,N,POINT (-83.834307 42.569309),Week 30 - Dec 13
193488,2020-12-13,235439,HEARTLAND HEALTH CARE CENTER-ALLEN PARK,9150 ALLEN RD,ALLEN PARK,MI,48101,Y,Y,0.0,29.0,0.0,55.0,,3.0,1.0,25.0,0.0,11.0,163.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,29.0,,2.0,25.0,0.0,16.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,0.0,0.0,687.5,137.5,20.0,Wayne,N,N,POINT (-83.221865 42.242587),Week 30 - Dec 13
193501,2020-12-13,235657,REGENCY AT CANTON,45900 GEDDES ROAD,CANTON,MI,48188,Y,Y,0.0,7.0,6.0,19.0,,7.0,0.0,23.0,0.0,0.0,141.0,92.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,4.0,19.0,0.0,12.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,65.2,0.0,206.5,0.0,0.0,Wayne,Y,N,POINT (-83.489635 42.277372),Week 30 - Dec 13
193532,2020-12-13,235454,THE BAY AT ELMWOOD HEALTH & REHABILITATION CENTER,1881 E GRAND BLVD,DETROIT,MI,48211,Y,Y,0.0,40.0,0.0,17.0,,6.0,0.0,16.0,0.0,4.0,120.0,88.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,15.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,193.2,45.5,23.5,Wayne,N,N,POINT (-83.03794 42.374498),Week 30 - Dec 13
193557,2020-12-13,235405,CLINTON AIRE HEALTHCARE CENTER,17001 17 MILE RD,CLINTON TOWNSHIP,MI,48038,Y,Y,0.0,0.0,0.0,34.0,,1.0,1.0,55.0,0.0,8.0,132.0,107.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,0.0,,2.0,13.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,317.8,74.8,23.5,Macomb,N,N,POINT (-82.94975300000002 42.583741),Week 30 - Dec 13
193563,2020-12-13,235720,WELLBRIDGE OF PINCKNEY,664 SOUTH HOWELL STREET,PINCKNEY,MI,48169,Y,Y,0.0,0.0,4.0,14.0,,0.0,1.0,36.0,1.0,1.0,100.0,62.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,6.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,64.5,16.1,225.8,16.1,7.1,Livingston,Y,N,POINT (-83.945882 42.449828),Week 30 - Dec 13
193584,2020-12-13,235646,CARETEL INNS OF LINDEN,202 SOUTH BRIDGE STREET,LINDEN,MI,48451,Y,Y,0.0,0.0,0.0,0.0,,0.0,1.0,12.0,0.0,0.0,60.0,46.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,82.0,,0.0,7.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Genesee,N,N,POINT (-83.782214 42.813436),Week 30 - Dec 13
193617,2020-12-13,235463,THE VILLA AT THE PARK,111 FORD AVE,HIGHLAND PARK,MI,48203,Y,Y,0.0,41.0,0.0,45.0,,2.0,0.0,16.0,0.0,5.0,114.0,98.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,459.2,51.0,11.1,Wayne,N,N,POINT (-83.100894 42.404477),Week 30 - Dec 13
193621,2020-12-13,235535,RIVERSIDE NURSING CENTRE,415 FRIANT STREET,GRAND HAVEN,MI,49417,Y,Y,0.0,0.0,5.0,24.0,,1.0,1.0,3.0,1.0,2.0,34.0,21.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,7.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,238.1,47.6,1142.9,95.2,8.3,Ottawa,Y,N,POINT (-86.198963 43.057345),Week 30 - Dec 13
193698,2020-12-13,235504,THE OASIS AT ADRIAN REHABILITATION AND NURSING CTR,130 SAND CREEK HWY,ADRIAN,MI,49221,Y,Y,0.0,0.0,0.0,18.0,,0.0,1.0,43.0,1.0,4.0,114.0,66.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,1.0,,0.0,5.0,0.0,15.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,15.2,272.7,60.6,22.2,Lenawee,N,N,POINT (-84.07934 41.904029),Week 30 - Dec 13
193717,2020-12-13,235635,CARETEL INNS OF TRI-CITIES,6700 WESTSIDE SAGINAW ROAD,BAY CITY,MI,48706,Y,Y,1.0,3.0,0.0,19.0,,2.0,0.0,5.0,0.0,1.0,60.0,43.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,8.0,,0.0,16.0,0.0,34.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,441.9,23.3,5.3,Bay,N,N,POINT (-83.961082 43.543699),Week 30 - Dec 13
193721,2020-12-13,235590,LIVONIA WOODS NURSING AND REHABILITATION,33600 LUTHER LANE,LIVONIA,MI,48154,Y,Y,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,0.0,70.0,53.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,15.0,14.0,,4.0,15.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Wayne,N,N,POINT (-83.375751 42.392268),Week 30 - Dec 13
193772,2020-12-13,235530,MARYWOOD NURSING CARE CENTER,36975 W FIVE MILE RD,LIVONIA,MI,48154,Y,Y,0.0,15.0,2.0,8.0,,2.0,4.0,17.0,0.0,2.0,103.0,77.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,75.0,187.0,,2.0,35.0,0.0,19.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,26.0,0.0,103.9,26.0,25.0,Wayne,N,N,POINT (-83.41068000000001 42.396414),Week 30 - Dec 13
193836,2020-12-13,235527,ST JAMES NURSING CENTER,15063 GRATIOT AVE,DETROIT,MI,48205,Y,Y,0.0,2.0,0.0,3.0,,0.0,0.0,13.0,0.0,12.0,143.0,124.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,240.0,230.0,,0.0,6.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,24.2,96.8,400.0,Wayne,N,N,POINT (-82.971428 42.444532),Week 30 - Dec 13
193853,2020-12-13,235573,GRACEWAY AT COUNTRYSIDE,120 BASELINE RD,SOUTH HAVEN,MI,49090,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Van Buren,,,POINT (-86.270615 42.419297),Week 30 - Dec 13
193891,2020-12-13,235476,RIVERVIEW HEALTH AND REHAB CENTER NORTH,18300 E WARREN,DETROIT,MI,48224,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,POINT (-82.916601 42.410925),Week 30 - Dec 13
193908,2020-12-13,235555,CANTERBURY ON THE LAKE,5601 HATCHERY RD,WATERFORD,MI,48329,Y,Y,2.0,2.0,1.0,7.0,,8.0,0.0,13.0,0.0,2.0,128.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,5.0,17.0,,2.0,55.0,0.0,548.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.1,0.0,98.6,28.2,28.6,Oakland,N,N,POINT (-83.399239 42.674669),Week 30 - Dec 13
193912,2020-12-13,235503,THE VILLA AT PARKRIDGE,28 S PROSPECT ST,YPSILANTI,MI,48198,Y,Y,20.0,78.0,18.0,71.0,,11.0,2.0,40.0,0.0,26.0,144.0,125.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,139.0,,0.0,41.0,0.0,2.0,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,144.0,0.0,568.0,208.0,36.6,Washtenaw,Y,N,POINT (-83.601963 42.239383),Week 30 - Dec 13
193937,2020-12-13,235460,PAUL OLIVER MEMORIAL HOSPITAL LTCU,224 PARK AVE,FRANKFORT,MI,49635,Y,Y,0.0,0.0,0.0,1.0,,1.0,0.0,4.0,0.0,0.0,35.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,11.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,43.5,0.0,0.0,Benzie,,,POINT (-86.24291300000002 44.637376),Week 30 - Dec 13
194005,2020-12-13,235401,CLARK RETIREMENT COMMUNITY,"1551 FRANKLIN STREET, SE",GRAND RAPIDS,MI,49506,Y,Y,0.0,0.0,0.0,1.0,,3.0,1.0,37.0,0.0,0.0,39.0,37.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,40.0,85.0,,0.0,9.0,0.0,2.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,27.0,0.0,0.0,Kent,N,N,POINT (-85.630228 42.94826),Week 30 - Dec 13
194063,2020-12-13,235651,BISHOP NOA HOME FOR SENIOR CITIZENS,2900 THIRD AVENUE SOUTH,ESCANABA,MI,49829,Y,Y,0.0,0.0,0.0,3.0,,0.0,1.0,20.0,0.0,0.0,81.0,50.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,1.0,15.0,0.0,9.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,60.0,0.0,0.0,Delta,N,N,POINT (-87.088712 45.742704),Week 30 - Dec 13
194065,2020-12-13,235618,HEARTLAND HEALTH CARE CENTER-CANTON,7025 LILLEY ROAD,CANTON,MI,48187,Y,Y,0.0,7.0,0.0,13.0,,11.0,1.0,18.0,0.0,4.0,150.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,12.0,0.0,7.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,0.0,0.0,178.1,54.8,30.8,Wayne,N,N,,Week 30 - Dec 13
194141,2020-12-13,235700,THE WILLOWS AT EAST LANSING,3500 COOLIDGE ROAD,EAST LANSING,MI,48823,Y,Y,0.0,0.0,10.0,13.0,,0.0,4.0,11.0,2.0,2.0,68.0,36.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,3.0,5.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,277.8,55.6,361.1,55.6,15.4,Clinton,Y,N,POINT (-84.50326900000002 42.77057),Week 30 - Dec 13
194214,2020-12-13,235432,GRAYLING NURSING & REHAB COMMUNITY,331 MEADOWS DRIVE,GRAYLING,MI,49738,Y,Y,0.0,0.0,0.0,18.0,,7.0,1.0,4.0,0.0,0.0,72.0,49.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,119.0,,1.0,31.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,367.3,0.0,0.0,Crawford,N,N,POINT (-84.706934 44.653315),Week 30 - Dec 13
194241,2020-12-13,235479,REGENCY AT LIVONIA,14900 MIDDLEBELT RD,LIVONIA,MI,48154,Y,Y,0.0,4.0,2.0,19.0,,2.0,0.0,1.0,0.0,0.0,136.0,90.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,3.0,,2.0,8.0,0.0,28.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,22.2,0.0,211.1,0.0,0.0,Wayne,N,N,POINT (-83.334268 42.39406400000001),Week 30 - Dec 13
194291,2020-12-13,235381,CHIPPEWA COUNTY WAR MEM HOSP LTCU,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,Y,Y,0.0,0.0,0.0,0.0,,0.0,0.0,173.0,0.0,0.0,51.0,43.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,42.0,172.0,,0.0,5.0,0.0,0.0,0.0,0.0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Chippewa,N,N,POINT (-84.349513 46.498099),Week 30 - Dec 13
194371,2020-12-13,235723,HEALTHBRIDGE POST-ACUTE REHABILITATION,2060 HEALTH DRIVE,WYOMING,MI,49519,Y,Y,0.0,9.0,0.0,1.0,,0.0,0.0,19.0,0.0,4.0,65.0,51.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,12.0,15.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,19.6,78.4,400.0,Kent,N,N,POINT (-85.715059 42.859753),Week 30 - Dec 13
194435,2020-12-13,235541,THE LODGE AT TAYLOR,22950 NORTHLINE RD,TAYLOR,MI,48180,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,POINT (-83.25809600000001 42.212233),Week 30 - Dec 13
194481,2020-12-13,235473,MEDILODGE OF SHORELINE,14900 SHORE LINE DR,STERLING HEIGHTS,MI,48313,Y,Y,0.0,9.0,1.0,18.0,,23.0,2.0,44.0,0.0,10.0,112.0,97.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,99.0,212.0,,0.0,21.0,0.0,8.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,10.3,0.0,185.6,103.1,55.6,Macomb,N,N,POINT (-82.975852 42.619907),Week 30 - Dec 13
194495,2020-12-13,235643,ST ANNS HOME,2161 LEONARD NW,GRAND RAPIDS,MI,49504,Y,Y,1.0,31.0,0.0,32.0,,28.0,0.0,29.0,0.0,16.0,55.0,41.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,54.0,214.0,,0.0,27.0,0.0,6.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,780.5,390.2,50.0,Kent,N,N,POINT (-85.721566 42.986069),Week 30 - Dec 13
194534,2020-12-13,235563,MEDILODGE OF MONROE,481 VILLAGE GREEN LANE,MONROE,MI,48162,Y,Y,1.0,11.0,16.0,69.0,,0.0,1.0,48.0,0.0,8.0,103.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,33.0,172.0,,5.0,59.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,225.4,0.0,971.8,112.7,11.6,Monroe,Y,N,POINT (-83.413909 41.929465),Week 30 - Dec 13
194577,2020-12-13,23E281,STAR MANOR OF NORTHVILLE,520 W MAIN ST C/O BOX 206,NORTHVILLE,MI,48167,Y,Y,0.0,0.0,0.0,6.0,,0.0,1.0,194.0,0.0,0.0,36.0,24.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,35.0,,0.0,10.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,250.0,0.0,0.0,Wayne,N,N,POINT (-83.488606 42.430778),Week 30 - Dec 13
194626,2020-12-13,235444,WESTWOOD NURSING CENTER,16588 SCHAEFER,DETROIT,MI,48235,Y,Y,0.0,3.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,121.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,27.4,0.0,0.0,Wayne,N,N,POINT (-83.179637 42.413241),Week 30 - Dec 13
194629,2020-12-13,235491,ADVANTAGE LIVING CENTER - ROSEVILLE,25375 KELLY RD,ROSEVILLE,MI,48066,Y,Y,0.0,2.0,0.0,23.0,,4.0,0.0,43.0,0.0,4.0,169.0,101.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,202.0,548.0,,0.0,12.0,0.0,4.0,0.0,1.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,227.7,39.6,17.4,Macomb,N,N,POINT (-82.927375 42.483235),Week 30 - Dec 13
194654,2020-12-13,235604,WOODHAVEN RETIREMENT COMMUNITY,29667 WENTWORTH AVENUE,LIVONIA,MI,48154,Y,Y,0.0,0.0,0.0,20.0,,2.0,0.0,2.0,0.0,1.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,5.0,Wayne,,,POINT (-83.338647 42.403493),Week 30 - Dec 13
194711,2020-12-13,235556,WOODWARD HILLS HEALTH AND REHABILITATION CTR,39312 WOODWARD,BLOOMFIELD HILLS,MI,48304,Y,Y,0.0,36.0,0.0,21.0,,6.0,0.0,36.0,0.0,3.0,190.0,109.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,20.0,9.0,,0.0,20.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,192.7,27.5,14.3,Oakland,N,N,POINT (-83.240648 42.579008),Week 30 - Dec 13
194731,2020-12-13,235384,SCHNEPP SENIOR CARE AND REHAB CENTER,427 E WASHINGTON,SAINT LOUIS,MI,48880,Y,Y,0.0,9.0,0.0,33.0,,1.0,2.0,29.0,0.0,1.0,97.0,72.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,107.0,,0.0,31.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,458.3,13.9,3.0,Gratiot,N,N,POINT (-84.601022 43.407847),Week 30 - Dec 13
194743,2020-12-13,235599,CARRIAGE HOUSE NURSING AND REAHB,2394 MIDLAND RD,BAY CITY,MI,48706,Y,N,2.0,2.0,18.0,30.0,,0.0,2.0,23.0,2.0,4.0,120.0,61.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,108.0,26.0,,4.0,44.0,0.0,25.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,295.1,32.8,491.8,65.6,13.3,Bay,Y,N,POINT (-83.955434 43.602464),Week 30 - Dec 13
