Facility Name,Facility Name Normalized,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Arbor Grove Assisted Living,ARBOR GROVE ASSISTED LIVING,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARWICK LIVING CENTER,44
Arbor Grove Assisted Living,ARBOR GROVE ASSISTED LIVING,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARWICK LIVING CENTER,44
Ashley Care Center,ASHLEY CARE CENTER,ASHLEY CARE CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASHLEY CARE CENTER,100
Ashley Care Center,ASHLEY CARE CENTER,ASHLEY CARE CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASHLEY CARE CENTER,100
Country Friends Assisted Living,COUNTRY FRIENDS ASSISTED LIVING,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARWICK LIVING CENTER,51
Country Friends Assisted Living,COUNTRY FRIENDS ASSISTED LIVING,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARWICK LIVING CENTER,51
Ithaca AFC,ITHACA AFC,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE HEALTHCARE CENTER,54
Ithaca AFC,ITHACA AFC,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE HEALTHCARE CENTER,54
Laurels of Fulton,LAURELS OF FULTON,LAURELS OF FULTON,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF FULTON,100
Laurels of Fulton,LAURELS OF FULTON,LAURELS OF FULTON,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF FULTON,100
Masonic Health Care Center,MASONIC HEALTH CARE CENTER,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,86
Masonic Health Care Center,MASONIC HEALTH CARE CENTER,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,86
Michigan Masonic Home,MICHIGAN MASONIC HOME,MICHIGAN MASONIC HOME,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHIGAN MASONIC HOME,100
Michigan Masonic Home,MICHIGAN MASONIC HOME,MICHIGAN MASONIC HOME,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHIGAN MASONIC HOME,100
Riverside Healthcare Center,RIVERSIDE HEALTHCARE CENTER,RIVERSIDE HEALTHCARE CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE HEALTHCARE CENTER,100
Riverside Healthcare Center,RIVERSIDE HEALTHCARE CENTER,RIVERSIDE HEALTHCARE CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE HEALTHCARE CENTER,100
Rosewood I,ROSEWOOD I,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF FULTON,36
Rosewood I,ROSEWOOD I,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF FULTON,36
Schnepp Senior Care & Rehab Center,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,100
Schnepp Senior Care & Rehab Center,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHNEPP SENIOR CARE AND REHABILITATION CENTER,100
Wallace St Assisted Living Center,WALLACE ST ASSISTED LIVING CENTER,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASHLEY CARE CENTER,86
Wallace St Assisted Living Center,WALLACE ST ASSISTED LIVING CENTER,,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASHLEY CARE CENTER,86
Warwick Living Center,WARWICK LIVING CENTER,WARWICK LIVING CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARWICK LIVING CENTER,100
Warwick Living Center,WARWICK LIVING CENTER,WARWICK LIVING CENTER,20201112,MI,GRATIOT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARWICK LIVING CENTER,100
Country Living Of Hillsdale  LLC,COUNTRY LIVING OF HILLSDALE ,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
Country Living Of Hillsdale  LLC,COUNTRY LIVING OF HILLSDALE ,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
Country Living of Hillsdale,COUNTRY LIVING OF HILLSDALE,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
Country Living of Hillsdale,COUNTRY LIVING OF HILLSDALE,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
Drews Place Of Hillsdale Inc,DREWS PLACE OF HILLSDALE,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
Drews Place Of Hillsdale Inc,DREWS PLACE OF HILLSDALE,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
Drews Place at Village Green,DREWS PLACE AT VILLAGE GREEN,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE CO MEDICAL CARE FACILITY,40
Drews Place at Village Green,DREWS PLACE AT VILLAGE GREEN,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE CO MEDICAL CARE FACILITY,40
Drews Place at Village Green II,DREWS PLACE AT VILLAGE GREEN II,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE CO MEDICAL CARE FACILITY,41
Drews Place at Village Green II,DREWS PLACE AT VILLAGE GREEN II,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE CO MEDICAL CARE FACILITY,41
Hillsdale Co Medical Care Faci,HILLSDALE CO MEDICAL CARE FACILITY,HILLSDALE CO MEDICAL CARE FACILITY,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE CO MEDICAL CARE FACILITY,100
Hillsdale Co Medical Care Faci,HILLSDALE CO MEDICAL CARE FACILITY,HILLSDALE CO MEDICAL CARE FACILITY,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE CO MEDICAL CARE FACILITY,100
Hillsdale Hosp McGuire & MacRitchie LTCU,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,100
Hillsdale Hosp McGuire & MacRitchie LTCU,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,100
Maple Ridge Farms Assisted Living,MAPLE RIDGE FARMS ASSISTED LIVING,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,41
Maple Ridge Farms Assisted Living,MAPLE RIDGE FARMS ASSISTED LIVING,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,41
The Haven,THE HAVEN,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,40
The Haven,THE HAVEN,,20201112,MI,HILLSDALE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,40
Canal View-Houghton,CANAL VIEW-HOUGHTON,CANAL VIEW-HOUGHTON,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANAL VIEW-HOUGHTON,100
Canal View-Houghton,CANAL VIEW-HOUGHTON,CANAL VIEW-HOUGHTON,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANAL VIEW-HOUGHTON,100
Gardenview,GARDENVIEW,,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANAL VIEW-HOUGHTON,54
Gardenview,GARDENVIEW,,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANAL VIEW-HOUGHTON,54
GreenTree at Hubbell,GREENTREE AT HUBBELL,GREENTREE AT HUBBELL,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENTREE AT HUBBELL,100
GreenTree at Hubbell,GREENTREE AT HUBBELL,GREENTREE AT HUBBELL,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENTREE AT HUBBELL,100
Portagepointe,PORTAGEPOINTE,PORTAGEPOINTE,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PORTAGEPOINTE,100
Portagepointe,PORTAGEPOINTE,PORTAGEPOINTE,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PORTAGEPOINTE,100
The Lighthouse at Hancock,THE LIGHTHOUSE AT HANCOCK,,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSION POINT NURSING AND PHYSICAL REHABILITATION CENTER OF HANCOCK,86
The Lighthouse at Hancock,THE LIGHTHOUSE AT HANCOCK,,20201112,MI,HOUGHTON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSION POINT NURSING AND PHYSICAL REHABILITATION CENTER OF HANCOCK,86
Country Gardens,COUNTRY GARDENS,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY MANOR,55
Country Gardens,COUNTRY GARDENS,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY MANOR,55
Courtney Manor,COURTNEY MANOR,COURTNEY MANOR,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY MANOR,100
Courtney Manor,COURTNEY MANOR,COURTNEY MANOR,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY MANOR,100
Huron County Medical Care Facility,HURON COUNTY MEDICAL CARE FACILITY,HURON COUNTY MEDICAL CARE FACILITY,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURON COUNTY MEDICAL CARE FACILITY,100
Huron County Medical Care Facility,HURON COUNTY MEDICAL CARE FACILITY,HURON COUNTY MEDICAL CARE FACILITY,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURON COUNTY MEDICAL CARE FACILITY,100
Karen's Place,KAREN'S PLACE,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHEURER LONG TERM CARE UNIT,46
Karen's Place,KAREN'S PLACE,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHEURER LONG TERM CARE UNIT,46
Lakeview Extended Care And Rehab,LAKEVIEW EXTENDED CARE AND REHABILITATION,LAKEVIEW EXTENDED CARE AND REHABILITATION,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKEVIEW EXTENDED CARE AND REHABILITATION,100
Lakeview Extended Care And Rehab,LAKEVIEW EXTENDED CARE AND REHABILITATION,LAKEVIEW EXTENDED CARE AND REHABILITATION,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKEVIEW EXTENDED CARE AND REHABILITATION,100
Meadow Lane Assisted Living,MEADOW LANE ASSISTED LIVING,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKEVIEW EXTENDED CARE AND REHABILITATION,43
Meadow Lane Assisted Living,MEADOW LANE ASSISTED LIVING,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKEVIEW EXTENDED CARE AND REHABILITATION,43
Medallion Village AFC,MEDALLION VILLAGE AFC,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURON COUNTY MEDICAL CARE FACILITY,47
Medallion Village AFC,MEDALLION VILLAGE AFC,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURON COUNTY MEDICAL CARE FACILITY,47
Osantoski Inc,OSANTOSKI,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY MANOR,35
Osantoski Inc,OSANTOSKI,,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY MANOR,35
Scheurer Long Term Care Unit,SCHEURER LONG TERM CARE UNIT,SCHEURER LONG TERM CARE UNIT,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHEURER LONG TERM CARE UNIT,100
Scheurer Long Term Care Unit,SCHEURER LONG TERM CARE UNIT,SCHEURER LONG TERM CARE UNIT,20201112,MI,HURON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHEURER LONG TERM CARE UNIT,100
Aria Nursing and Rehab,ARIA NURSING AND REHABILITATION,ARIA NURSING AND REHABILITATION,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIA NURSING AND REHABILITATION,100
Aria Nursing and Rehab,ARIA NURSING AND REHABILITATION,ARIA NURSING AND REHABILITATION,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIA NURSING AND REHABILITATION,100
Bridges Crisis Unit (AFC),BRIDGES CRISIS UNIT (AFC),,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INGHAM COUNTY MEDICAL CARE FACILITY ,41
Bridges Crisis Unit (AFC),BRIDGES CRISIS UNIT (AFC),,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INGHAM COUNTY MEDICAL CARE FACILITY ,41
Brookdale Meridian AL,BROOKDALE MERIDIAN AL,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INGHAM COUNTY MEDICAL CARE FACILITY ,41
Brookdale Meridian AL,BROOKDALE MERIDIAN AL,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INGHAM COUNTY MEDICAL CARE FACILITY ,41
Brookdale Meridian MC,BROOKDALE MERIDIAN MC,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,39
Brookdale Meridian MC,BROOKDALE MERIDIAN MC,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,39
Burcham Hills Center for Health & Rehab,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,100
Burcham Hills Center for Health & Rehab,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,100
Burcham Hills Retirement Center II,BURCHAM HILLS RETIREMENT CENTER II,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,70
Burcham Hills Retirement Center II,BURCHAM HILLS RETIREMENT CENTER II,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,70
Cedarwood Residential Services,CEDARWOOD RESIDENTIAL SERVICES,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CAPITAL AREA,44
Cedarwood Residential Services,CEDARWOOD RESIDENTIAL SERVICES,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CAPITAL AREA,44
Crafts Care Homes,CRAFTS CARE HOMES,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,86
Crafts Care Homes,CRAFTS CARE HOMES,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,86
Divine Nest Assisted Living,DIVINE NEST ASSISTED LIVING,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF EAST LANSING,50
Divine Nest Assisted Living,DIVINE NEST ASSISTED LIVING,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF EAST LANSING,50
East Oak Residents Home,EAST OAK RESIDENTS HOME,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF EAST LANSING,44
East Oak Residents Home,EAST OAK RESIDENTS HOME,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF EAST LANSING,44
Elder Ridge Manor II,ELDER RIDGE MANOR II,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF OKEMOS,46
Elder Ridge Manor II,ELDER RIDGE MANOR II,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF OKEMOS,46
Grandhaven Living Center,GRANDHAVEN LIVING CENTER,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center,GRANDHAVEN LIVING CENTER,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 1,GRANDHAVEN LIVING CENTER 1,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 1,GRANDHAVEN LIVING CENTER 1,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 2,GRANDHAVEN LIVING CENTER 2,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 2,GRANDHAVEN LIVING CENTER 2,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 3,GRANDHAVEN LIVING CENTER 3,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 3,GRANDHAVEN LIVING CENTER 3,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 4,GRANDHAVEN LIVING CENTER 4,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Grandhaven Living Center 4,GRANDHAVEN LIVING CENTER 4,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURCHAM HILLS CENTER FOR HEALTH AND REHABILITATION,86
Green Acres Mason,GREEN ACRES MASON,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,48
Green Acres Mason,GREEN ACRES MASON,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,48
Green Acres Retirement Living Mason,GREEN ACRES RETIREMENT LIVING MASON,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,45
Green Acres Retirement Living Mason,GREEN ACRES RETIREMENT LIVING MASON,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,45
Haven Of Rest,HAVEN OF REST,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CAMPUS AREA,86
Haven Of Rest,HAVEN OF REST,,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CAMPUS AREA,86
Holt Senior Care and Rehab Center,HOLT SENIOR CARE AND REHABILITATION CENTER,HOLT SENIOR CARE AND REHABILITATION CENTER,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,100
Holt Senior Care and Rehab Center,HOLT SENIOR CARE AND REHABILITATION CENTER,HOLT SENIOR CARE AND REHABILITATION CENTER,20201112,MI,INGHAM,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLT SENIOR CARE AND REHABILITATION CENTER,100
