,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Geolocation
8149,05/31/2020,105706,OCOEE HEALTH CARE CENTER,1556 MAGUIRE RD,OCOEE,FL,34761.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,98.0,N,N,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.542038 28.549228)
8150,05/31/2020,25A190,TALLAHATCHIE GENERAL HOSP ECF,201 SOUTH MARKET ST/P. O. BOX 230,CHARLESTON,MS,38921.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,89.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-90.058165 34.005079)
8152,05/31/2020,145200,FRANKLIN GROVE LIVING AND REHAB,502 NORTH STATE STREET,FRANKLIN GROVE,IL,61031.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,77.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-89.303324 41.847045)
8154,05/31/2020,106086,ASTORIA HEALTH AND REHABILITATION CENTER,701 OVERLOOK DR SE,WINTER HAVEN,FL,33884.0,Y,Y,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,120.0,111.0,Y,Y,Y,N,0.0,0.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.67836700000001 28.013603)
8155,05/31/2020,235701,THE WILLOWS AT OKEMOS,4830 CENTRAL PARK DRIVE,OKEMOS,MI,48864.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,43.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-84.410219 42.722311)
8157,05/31/2020,265644,MCLARNEY MANOR,"PO BOX 129, 215 EAST PRATT",BROOKFIELD,MO,64628.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8158,05/31/2020,315192,ALARIS HEALTH AT KEARNY,206 BERGEN AVE,KEARNY,NJ,7032.0,Y,Y,3.0,8.0,0.0,11.0,0.0,2.0,1.0,6.0,1.0,6.0,120.0,67.0,Y,N,Y,N,2.0,20.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,164.2,89.6,54.5,POINT (-74.14881 40.758338)
8159,05/31/2020,056391,GOLDEN EMPIRE,121 DORSEY DRIVE,GRASS VALLEY,CA,95945.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,148.0,128.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,,POINT (-121.043655 39.229694)
8160,05/31/2020,245210,LAKE MINNETONKA SHORES,4527 SHORELINE DRIVE,SPRING PARK,MN,55384.0,Y,Y,2.0,2.0,9.0,22.0,13.0,21.0,2.0,36.0,2.0,4.0,136.0,63.0,Y,N,Y,N,3.0,12.0,4.0,24.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,349.2,63.5,18.2,POINT (-93.639279 44.936206)
8162,05/31/2020,165309,SHELL ROCK SENIOR LIVING,920 NORTH CHERRY STREET,SHELL ROCK,IA,50670.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-92.571806 42.714858)
8168,05/31/2020,265410,BENTONVIEW PARK HEALTH & REHABILITATION,410 WEST BENTON STREET,MONETT,MO,65708.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,69.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-93.93188 36.926665)
8169,05/31/2020,215291,NORTHWEST HOSP. CTR. SUB. UNIT,5401 OLD COURT ROAD,RANDALLSTOWN,MD,21133.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-76.782944 39.359208)
8170,05/31/2020,235599,THE CARRIAGE HOUSE OF BAY CITY,2394 MIDLAND RD,BAY CITY,MI,48706.0,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,78.0,Y,N,Y,N,0.0,0.0,1.0,1.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-83.955434 43.602464)
8171,05/31/2020,155468,BRECKENRIDGE HEALTH & REHABILITATION,325 W NORTHWOOD DR,SULLIVAN,IN,47882.0,Y,Y,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,55.0,37.0,Y,Y,Y,N,0.0,0.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-87.412479 39.120814)
8173,05/31/2020,135051,CANYON WEST OF CASCADIA,2814 SOUTH INDIANA AVENUE,CALDWELL,ID,83605.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.673069 43.64491)
8176,05/31/2020,055968,ST. FRANCIS HEIGHTS CONVALESCENT HOSPITAL,35 ESCUELA DRIVE,DALY CITY,CA,94015.0,Y,Y,0.0,4.0,0.0,31.0,0.0,14.0,0.0,8.0,0.0,4.0,102.0,54.0,Y,Y,Y,N,0.0,17.0,0.0,18.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,574.1,74.1,12.9,POINT (-122.47716600000001 37.674441)
8178,05/31/2020,105532,ARCADIA HEALTH & REHABILITATION CENTER,10095 HILLVIEW ROAD,PENSACOLA,FL,32514.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,150.0,135.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,,POINT (-87.213493 30.539527000000003)
8179,05/31/2020,245563,GREEN PINE ACRES NURSING HOME,427 MAIN STREET NORTHEAST,MENAHGA,MN,56464.0,Y,Y,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,65.0,48.0,Y,N,Y,N,0.0,0.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.089333 46.754599)
8180,05/31/2020,105688,BON SECOURS MARIA MANOR NURSING CARE CENTER,10300 4TH ST N,SAINT PETERSBURG,FL,33716.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,274.0,239.0,Y,N,Y,N,0.0,2.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-82.638918 27.866458)
8182,05/31/2020,045392,SPRING CREEK HEALTH & REHAB,804 N 2ND ST,CABOT,AR,72023.0,Y,Y,0.0,0.0,0.0,1.0,0.0,79.0,2.0,3.0,0.0,0.0,109.0,75.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.3,0.0,0.0,POINT (-92.01083900000002 34.980196)
8185,05/31/2020,145893,MANORCARE OF PALOS HEIGHTS WEST,11860 SOUTHWEST HIGHWAY,PALOS HEIGHTS,IL,60463.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.81528000000002 41.675908)
8186,05/31/2020,056250,SHERMAN OAKS HEALTH & REHAB,14401 HUSTON ST.,SHERMAN OAKS,CA,91423.0,Y,Y,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,2.0,120.0,84.0,Y,Y,Y,N,0.0,2.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,35.7,23.8,66.7,POINT (-118.44669200000001 34.159432)
8188,05/31/2020,056279,SIERRA VIEW HOMES,1155 E. SPRINGFIELD AVENUE,REEDLEY,CA,93654.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,59.0,56.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-119.436832 36.596897)
8189,05/31/2020,056063,INFINITY CARE OF EAST LOS ANGELES,101 S FICKETT STREET,LOS ANGELES,CA,90033.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.20745699999999 34.042341)
8190,05/31/2020,115356,DUBLINAIR HEALTH & REHAB,300 INDUSTRIAL BLVD,DUBLIN,GA,31021.0,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,0.0,1.0,149.0,113.0,Y,Y,Y,N,0.0,2.0,2.0,11.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,8.8,8.8,100.0,POINT (-82.943855 32.528808)
8191,05/31/2020,146080,COUNTRYVIEW CARE CENTER-MACOMB,400  WEST GRANT STREET,MACOMB,IL,61455.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,62.0,41.0,N,N,N,N,0.0,0.0,2.0,3.0,0.0,0.0,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,0.0,0.0,,POINT (-90.67644 40.447738)
8192,05/31/2020,265572,DADE COUNTY NURSING HOME DISTRICT,400 BROAD STREET,GREENFIELD,MO,65661.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-93.841466 37.406947)
8194,05/31/2020,056155,OAKDALE NURSING AND REHABILITATION CENTER,275 SOUTH OAK AVENUE,OAKDALE,CA,95361.0,Y,Y,0.0,0.0,0.0,0.0,3.0,11.0,0.0,13.0,0.0,0.0,115.0,85.0,Y,Y,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-120.860923 37.758948)
8196,05/31/2020,125058,YUKIO OKUTSU STATE VETERANS HOME,1180 WAIANUENUE AVENUE,HILO,HI,96720.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,93.0,Y,N,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-155.11317400000001 19.717511)
8197,05/31/2020,205062,"BREWER CENTER FOR HEALTH & REHABILITATION, LLC",74 PARKWAY SOUTH,BREWER,ME,4412.0,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,111.0,86.0,Y,N,Y,N,0.0,0.0,0.0,2.0,0.0,0.0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.6,0.0,0.0,POINT (-68.755086 44.781274)
8198,05/31/2020,245599,DIVINE PROVIDENCE COMMUNITY HOME,700 THIRD AVENUE NORTHWEST,SLEEPY EYE,MN,56085.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,40.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-94.7257 44.308265)
8205,05/31/2020,275122,CREST NURSING HOME,3131 AMHERST AVE,BUTTE,MT,59701.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,87.0,52.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-112.489987 45.986482)
8206,05/31/2020,065097,MAPLETON CARE CENTER,115 INGALLS ST,LAKEWOOD,CO,80226.0,Y,Y,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,8.0,90.0,51.0,Y,N,Y,N,0.0,9.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,235.3,156.9,66.7,POINT (-105.063858 39.718908)
8208,05/31/2020,175264,MEDICALODGES COLUMBUS,101 LEE AVENUE,COLUMBUS,KS,66725.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,23.0,Y,Y,Y,N,0.0,0.0,1.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-94.857824 37.171814)
8210,05/31/2020,185236,OWENSBORO CENTER,1205 LEITCHFIELD ROAD,OWENSBORO,KY,42303.0,Y,Y,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,145.0,114.0,Y,Y,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-87.090394 37.765768)
8211,05/31/2020,16F001,DAVIS CENTER,22425 OVERLAND AVENUE,BLOOMFIELD,IA,52537.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,27.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-92.356443 40.716716)
8212,05/31/2020,275147,TOBACCO ROOT MOUNTAINS CARE CENTER,326 MADISON ST,SHERIDAN,MT,59749.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,23.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-112.191498 45.451647)
8215,05/31/2020,105860,CENTURY CENTER FOR REHABILITATION AND HEALING,6020 INDUSTRIAL BLVD,CENTURY,FL,32535.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,45.0,119.0,0.0,0.0,88.0,73.0,Y,Y,Y,N,3.0,16.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-87.273888 30.971334000000002)
8217,05/31/2020,155118,MILLER'S MERRY MANOR,787 N DETROIT ST,LAGRANGE,IN,46761.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.0,Y,Y,Y,N,0.0,0.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-85.418668 41.65105)
8219,05/31/2020,285225,HERITAGE OF RED CLOUD,636 NORTH LOCUST STREET,RED CLOUD,NE,68970.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-98.516727 40.09147)
8222,05/31/2020,075323,CAMBRIDGE HEALTH AND REHABILITATION CENTER,2428 EASTON TNPK,FAIRFIELD,CT,6825.0,Y,Y,1.0,7.0,0.0,33.0,0.0,7.0,2.0,23.0,2.0,20.0,160.0,101.0,Y,Y,Y,N,1.0,9.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,326.7,198.0,60.6,POINT (-73.246284 41.211641)
8223,05/31/2020,065235,PIONEER HEALTH CARE CENTER,900 S 12TH ST,ROCKY FORD,CO,81067.0,Y,Y,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,101.0,92.0,Y,N,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-103.719778 38.045129)
8224,05/31/2020,045464,AMBERWOOD HEALTH AND REHABILITATION,6420 ALCOA ROAD,BENTON,AR,72015.0,Y,Y,0.0,0.0,0.0,0.0,3.0,96.0,0.0,0.0,0.0,0.0,101.0,82.0,Y,Y,Y,N,0.0,1.0,0.0,125.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-92.53468 34.594581000000005)
8230,05/31/2020,255142,OCEAN SPRINGS HEALTH & REHABILITATION CENTER,1199 OCEAN SPRINGS ROAD,OCEAN SPRINGS,MS,39564.0,Y,Y,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,115.0,97.0,Y,N,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,,POINT (-88.777995 30.414519)
8232,05/31/2020,105397,EVERGREEN WOODS,7045 EVERGREEN WOODS TRL,SPRING HILL,FL,34608.0,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,101.0,Y,Y,N,N,4.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-82.519805 28.530172)
8235,05/31/2020,265482,RIVER CITY LIVING COMMUNITY,3038 WEST TRUMAN BLVD,JEFFERSON CITY,MO,65109.0,Y,Y,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,29.0,N,N,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-92.23367 38.594778)
8236,05/31/2020,106088,CLYDE E LASSEN STATE VETERANS NURSING HOME,4650 STATE RD 16,SAINT AUGUSTINE,FL,32092.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,120.0,106.0,Y,Y,N,N,0.0,0.0,1.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
8238,05/31/2020,115481,FOUR COUNTY HEALTH AND REHABILITATION,124 OVERBY DRIVE,RICHLAND,GA,31825.0,Y,Y,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,85.0,70.0,Y,N,Y,N,0.0,2.0,2.0,12.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-84.671587 32.078192)
8239,05/31/2020,115628,PRUITTHEALTH - PALMYRA,1904 PALMYRA ROAD,ALBANY,GA,31702.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,250.0,164.0,Y,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-84.169078 31.603176)
8243,05/31/2020,185087,TWIN RIVERS NURSING AND REHABILITATION CENTER,2420 WEST THIRD STREET,OWENSBORO,KY,42301.0,Y,Y,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,132.0,96.0,Y,N,Y,N,0.0,0.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-87.140558 37.772113)
8246,05/31/2020,085032,WESTMINSTER VILLAGE HEALTH,1175 MCKEE ROAD,DOVER,DE,19904.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-75.552223 39.175335)
8247,05/31/2020,155780,HOMESTEAD HEALTHCARE CENTER,7465 MADISON AVE,INDIANAPOLIS,IN,46227.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,130.0,85.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-86.124646 39.658015)
8250,05/31/2020,235205,SPECTRUM HEALTH - REED CITY CA,300 NORTH PATTERSON RD,REED CITY,MI,49677.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.0,Y,N,Y,N,0.0,0.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-85.522916 43.87848000000001)
8251,05/31/2020,155617,MILLER'S MERRY MANOR,524 ANDERSON RD,CHESTERFIELD,IN,46017.0,Y,Y,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,60.0,40.0,Y,Y,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-85.603172 40.108544)
8252,05/31/2020,055292,SHIELDS RICHMOND NURSING CENTER,1919 CUTTING BLVD,RICHMOND,CA,94804.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,64.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-122.35083900000001 37.92519)
8253,05/31/2020,235553,MEDILODGE OF ROGERS CITY,555 N BRADLEY HWY,ROGERS CITY,MI,49779.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,98.0,53.0,Y,N,Y,N,0.0,4.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-83.833591 45.42264300000001)
8259,05/31/2020,185302,HARDINSBURG NURSING AND REHABILITATION CENTER,101 FAIRGROUNDS ROAD,HARDINSBURG,KY,40143.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,55.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-86.44172800000001 37.768293)
8261,05/31/2020,145275,TIMBERCREEK REHAB & HEALTHCARE CENTER,2220 STATE STREET,PEKIN,IL,61554.0,Y,Y,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,202.0,69.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-89.615976 40.572559)
8263,05/31/2020,245500,GOOD SAMARITAN SOCIETY - BETHANY,804 WRIGHT STREET,BRAINERD,MN,56401.0,Y,Y,1.0,2.0,25.0,48.0,1.0,4.0,0.0,0.0,0.0,0.0,106.0,82.0,Y,Y,Y,N,21.0,30.0,2.0,5.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,585.4,0.0,0.0,POINT (-94.198441 46.336443)
8264,05/31/2020,055042,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,9020 GARFIELD STREET,RIVERSIDE,CA,92503.0,Y,Y,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,99.0,97.0,Y,N,Y,N,0.0,4.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,,,,,10.3,20.6,200.0,POINT (-117.44026899999999 33.928554)
8266,05/31/2020,115430,SUMMERHILL ELDERLIVING HOME & CARE,500 STANLEY STREET,PERRY,GA,31069.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.747027 32.45325)
8268,05/31/2020,075117,"WITHERELL, NATHANIEL",70 PARSONAGE RD,GREENWICH,CT,6830.0,Y,Y,2.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,13.0,13.0,202.0,135.0,Y,N,Y,N,1.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,44.4,96.3,216.7,POINT (-73.624382 41.059487)
